2110|RICK ASTLEY|RICKASTLEY|2|1|2||0
2111|RICK JAMES|RICKJAMES|2|1|2||0
2112|RICK NELSON|RICKNELSON|2|1|2||0
2113|RICK PRICE|RICKPRICE|2|1|2||0
2114|RICKROSS|RICKROSS|1|1|2||0
2115|RICKY BLAZE|RICKYBLAZE|2|1|2||0
2116|RICKY J JONES|RICKYJJONES|3|1|2||0
2117|RICKY MARTIN|RICKYMARTIN|2|1|2||0
2118|RICKY NELSON|RICKYNELSON|2|1|2||0
2119|RIGHT SAID FRED|RIGHTSAIDFRED|3|3|2||0
2120|RIGHTEOUS BROTH|RIGHTEOUSBROTH|2|3|2||0
2121|RIHANNA|RIHANNA|1|2|2||0
2122|RINGO STARR|RINGOSTARR|2|1|2||0
2123|RITA COOLIDGE|RITACOOLIDGE|2|2|2||0
2124|RITA ORA|RITAORA|2|2|2||0
2125|RITON|RITON|1|1|2||0
2126|RIXTON|RIXTON|1|3|2||0
2127|ROB THOMAS|ROBTHOMAS|2|1|2||0
2128|ROBBIE WILLIAMS|ROBBIEWILLIAMS|2|1|2||0
2129|ROBBY VALENTINE|ROBBYVALENTINE|2|1|2||0
2130|ROBERT PALMER|ROBERTPALMER|2|1|2||0
2131|ROBERTA FLACK|ROBERTAFLACK|2|2|2||0
2132|ROBERTSON DONALD|ROBERTSONDONALD|2|1|2||0
2133|ROBIN SCHULZ|ROBINSCHULZ|2|1|2||0
2134|ROBIN THICKE|ROBINTHICKE|2|1|2||0
2135|ROCKWELL|ROCKWELL|1|3|2||0
2136|ROD ARGENT|RODARGENT|2|1|2||0
2137|ROD STEWART|RODSTEWART|2|1|2||0
2138|ROD TEMPERTO|RODTEMPERTO|2|1|2||0
2139|RODNEY ATKINS|RODNEYATKINS|2|1|2||0
2140|ROGER KELLY|ROGERKELLY|2|1|2||0
2141|ROGER MILLER|ROGERMILLER|2|1|2||0
2142|ROMEO|ROMEO|1|3|2||0
2143|RONALD NARMAN MILL|RONALDNARMANMILL|3|1|2||0
2144|RONAN KEATING|RONANKEATING|2|1|2||0
2145|RONNIE MILSAP|RONNIEMILSAP|2|1|2||0
2146|ROOSTER|ROOSTER|1|3|2||0
2147|ROSCOE DASH|ROSCOEDASH|2|1|2||0
2148|ROXETTE|ROXETTE|1|3|2||0
2149|ROY ORBINSON|ROYORBINSON|2|1|2||0
2150|RUBETTES|RUBETTES|1|3|2||0
2151|RUDIMENTAL|RUDIMENTAL|1|3|2||0
2152|RUMER WILLIS|RUMERWILLIS|2|2|2||0
2153|RUSSEL FT PEPPER|RUSSELFTPEPPER|3|3|2||0
2154|RUTH B|RUTHB|2|2|2||0
2155|RUTHERFORD|RUTHERFORD|1|1|2||0
2156|RUWINA|RUWINA|1|2|2||0
2157|RYAN CABRERA|RYANCABRERA|2|1|2||0
2158|RYAN LESLIE|RYANLESLIE|2|1|2||0
2159|S CLUB 7|SCLUB7|3|3|2||0
2160|S. BISHOP|SBISHOP|2|1|2||0
2161|S. BONO|SBONO|2|1|2||0
2162|S. CAHN|SCAHN|2|1|2||0
2163|S. CROPPER|SCROPPER|2|1|2||0
2164|S. FAIN|SFAIN|2|1|2||0
2165|S. NELSON|SNELSON|2|1|2||0
2166|S. WADEY|SWADEY|2|1|2||0
2167|SADE|SADE|1|2|2||0
2168|SAGER|SAGER|1|1|2||0
2169|SAIGON KICK|SAIGONKICK|2|3|2||0
2170|SAM FELDT|SAMFELDT|2|1|2||0
2171|SAM HUNT|SAMHUNT|2|1|2||0
2172|SAM SMITH|SAMSMITH|2|1|2||0
2173|SAMANTHA FOX|SAMANTHAFOX|2|2|2||0
2174|SAMANTHA JONES|SAMANTHAJONES|2|2|2||0
2175|SAMANTHA MUMBA|SAMANTHAMUMBA|2|2|2||0
2176|SAMANTHA SANG|SAMANTHASANG|2|2|2||0
2177|SAMMY FAIN|SAMMYFAIN|2|1|2||0
2178|SAMMY SMITH|SAMMYSMITH|2|1|2||0
2179|SANDPIPERS|SANDPIPERS|1|3|2||0
2180|SANDRA|SANDRA|1|2|2||0
2181|SANDY LAM|SANDYLAM|2|2|2||0
2182|SANDY POSEY|SANDYPOSEY|2|2|2||0
2183|SANTANA|SANTANA|1|1|2||0
2184|SAOSIN|SAOSIN|1|3|2||0
2185|SARA BAREILLES|SARABAREILLES|2|2|2||0
2186|SARAH BRIGHTMAN|SARAHBRIGHTMAN|2|2|2||0
2187|SARAH CONNOR|SARAHCONNOR|2|2|2||0
2188|SARAH GERONIMO|SARAHGERONIMO|2|2|2||0
2189|SARAH MCLACHLAN|SARAHMCLACHLAN|2|2|2||0
2190|SASH|SASH|1|1|2||0
2191|SASS JORDAN|SASSJORDAN|2|2|2||0
2192|SAVAGE GARDEN|SAVAGEGARDEN|2|3|2||0
2193|SAVIOR|SAVIOR|1|3|2||0
2194|SCORPIONS|SCORPIONS|1|3|2||0
2195|SCOTT MC.KENZIE|SCOTTMCKENZIE|2|1|2||0
2196|SEAL|SEAL|1|1|2||0
2197|SEALS AND CROFTS|SEALSANDCROFTS|3|3|2||0
2198|SEAN KINGSTON|SEANKINGSTON|2|1|2||0
2199|SEAN MAGUIRE|SEANMAGUIRE|2|1|2||0
2200|SEAN PAUL|SEANPAUL|2|1|2||0
2201|SEARCHERS|SEARCHERS|1|3|2||0
2202|SECONDHAND SERENADE|SECONDHANDSERENADE|2|3|2||0
2203|SEEGAR P.|SEEGARP|2|1|2||0
2204|SEETHER|SEETHER|1|3|2||0
2205|SELENA|SELENA|1|2|2||0
2206|SELENA EASTON|SELENAEASTON|2|2|2||0
2207|SELENA GOMEZ|SELENAGOMEZ|2|2|2||0
2208|SEPTEMBER|SEPTEMBER|1|2|2||0
2209|SERGIO MENDER|SERGIOMENDER|2|1|2||0
2210|SETH SWIRSKY|SETHSWIRSKY|2|1|2||0
2211|SHADES|SHADES|1|3|2||0
2212|SHAGGY|SHAGGY|1|1|2||0
2213|SHAKIN` STEVENS|SHAKINSTEVENS|2|3|2||0
2214|SHAKIRA|SHAKIRA|1|2|2||0
2215|SHAMPOO|SHAMPOO|1|3|2||0
2216|SHANIA TWAIN|SHANIATWAIN|2|2|2||0
2217|SHANICE|SHANICE|1|2|2||0
2218|SHANKS|SHANKS|1|3|2||0
2219|SHARP MARTHS|SHARPMARTHS|2|2|2||0
2220|SHAUN FEAT CONOR MAYNARD|SHAUNFEATCONORMAYNARD|4|3|2||0
2221|SHAWN MENDES|SHAWNMENDES|2|1|2||0
2222|SHEENA EASTON|SHEENAEASTON|2|2|2||0
2223|SHELBY LYNNE|SHELBYLYNNE|2|2|2||0
2224|SHELDON|SHELDON|1|1|2||0
2225|SHEPPARD|SHEPPARD|1|3|2||0
2226|SHERYL CROW|SHERYLCROW|2|2|2||0
2227|SHIMA|SHIMA|1|2|2||0
2228|SHINE DOWN|SHINEDOWN|2|3|2||0
2229|SHIRLEY BASSEY|SHIRLEYBASSEY|2|2|2||0
2230|SHIRLEY N` JONES|SHIRLEYNJONES|3|2|2||0
2231|SHUNZA|SHUNZA|1|2|2||0
2232|SIA|SIA|1|2|2||0
2233|SID LIPPMAN|SIDLIPPMAN|2|2|2||0
2234|SIGALA|SIGALA|1|1|2||0
2235|SIGMA AND RITA ORA|SIGMAANDRITAORA|4|3|2||0
2236|SIGMA FEAT BIRDY|SIGMAFEATBIRDY|3|3|2||0
2237|SILENTO|SILENTO|1|1|2||0
2238|SIMON WEBBE|SIMONWEBBE|2|1|2||0
2239|SIMPLE MINDS|SIMPLEMINDS|2|3|2||0
2240|SIMPLE PLAN|SIMPLEPLAN|2|3|2||0
2241|SIMPLY RED|SIMPLYRED|2|1|2||0
2242|SINEAD O`CONNOR|SINEADOCONNOR|2|2|2||0
2243|SISQO|SISQO|1|1|2||0
2244|SISTER HAZEL|SISTERHAZEL|2|3|2||0
2245|SISTER SLEDGE|SISTERSLEDGE|2|3|2||0
2246|SIXPENCE N T RICHER|SIXPENCENTRICHER|4|3|2||0
2247|SKEETER DAVIDS|SKEETERDAVIDS|2|2|2||0
2248|SKEPTA FT CHIPMUNK|SKEPTAFTCHIPMUNK|3|3|2||0
2249|SKID ROW|SKIDROW|2|3|2||0
2250|SKOOL BOYZ|SKOOLBOYZ|2|3|2||0
2251|SLAYER|SLAYER|1|3|2||0
2252|SMALL FACES|SMALLFACES|2|3|2||0
2253|SMOKIE|SMOKIE|1|3|2||0
2254|SMV|SMV|1|3|2||0
2255|SNOOP DOG|SNOOPDOG|2|1|2||0
2256|SNOW PATROL|SNOWPATROL|2|3|2||0
2257|SOFI TUKKER|SOFITUKKER|2|3|2||0
2258|SOLID HARMONY|SOLIDHARMONY|2|3|2||0
2259|SOLOMON KING|SOLOMONKING|2|1|2||0
2260|SONDHEIM|SONDHEIM|1|1|2||0
2261|SONIQUE|SONIQUE|1|2|2||0
2262|SONNY|SONNY|1|1|2||0
2263|SOPHIE B. HAWKIN|SOPHIEBHAWKIN|3|2|2||0
2264|SOSLOW SAM|SOSLOWSAM|2|1|2||0
2265|SOUL ASYLUM|SOULASYLUM|2|3|2||0
2266|SOUL CONTROL|SOULCONTROL|2|3|2||0
2267|SOULJA BOY|SOULJABOY|2|1|2||0
2268|SOUTH BORDER|SOUTHBORDER|2|3|2||0
2269|SOUTHERN SONS|SOUTHERNSONS|2|3|2||0
2270|SPICE GIRLS|SPICEGIRLS|2|3|2||0
2271|SPIN DOCTOR|SPINDOCTOR|2|3|2||0
2272|SPLENDER|SPLENDER|1|3|2||0
2273|STACIE ORRICO|STACIEORRICO|2|2|2||0
2274|STAIND|STAIND|1|3|2||0
2275|STANDARD|STANDARD|1|3|2||0
2276|STAR|STAR|1|3|2||0
2277|STAR CLIMBER|STARCLIMBER|2|1|2||0
2278|STATUE|STATUE|1|3|2||0
2279|STATUS QUO|STATUSQUO|2|3|2||0
2280|STEELHEART|STEELHEART|1|3|2||0
2281|STEPHEN BISHOP|STEPHENBISHOP|2|1|2||0
2282|STEPHEN GATELY|STEPHENGATELY|2|1|2||0
2283|STEPPENWOLF|STEPPENWOLF|1|3|2||0
2284|STEPS|STEPS|1|3|2||0
2285|STEREOPHONICS|STEREOPHONICS|1|3|2||0
2286|STEVE ANGELLO|STEVEANGELLO|2|1|2||0
2287|STEVE AOKI|STEVEAOKI|2|1|2||0
2288|STEVE GIBB|STEVEGIBB|2|1|2||0
2289|STEVE PERRY|STEVEPERRY|2|1|2||0
2290|STEVE PICCOLO|STEVEPICCOLO|2|1|2||0
2291|STEVEN AND COCONUT|STEVENANDCOCONUT|3|3|2||0
2292|STEVEN CURTIS C|STEVENCURTISC|3|1|2||0
2293|STEVENSON.W|STEVENSONW|1|1|2||0
2294|STEVIE B|STEVIEB|2|1|2||0
2295|STEVIE WONDER|STEVIEWONDER|2|1|2||0
2296|STING|STING|1|1|2||0
2297|STOCK|STOCK|1|3|2||0
2298|STONE SOUR|STONESOUR|2|3|2||0
2299|STONE TEMPLE PILOT|STONETEMPLEPILOT|3|3|2||0
2300|STYLISTICS|STYLISTICS|1|3|2||0
2301|STYX|STYX|1|3|2||0
2302|SUBLIME|SUBLIME|1|3|2||0
2303|SUBLIME WITH ROME|SUBLIMEWITHROME|3|3|2||0
2304|SUE TERRY|SUETERRY|2|2|2||0
2305|SUE THOMPSON|SUETHOMPSON|2|2|2||0
2306|SUGABABES|SUGABABES|1|3|2||0
2307|SUGAR RAY|SUGARRAY|2|3|2||0
2308|SUGARLAND|SUGARLAND|1|3|2||0
2309|SUM 41|SUM41|2|3|2||0
2310|SUPERTRAMP|SUPERTRAMP|1|3|2||0
2311|SUPREMES|SUPREMES|1|3|2||0
2312|SUSAN BOYLE|SUSANBOYLE|2|2|2||0
2313|SUSANNA HOFFS|SUSANNAHOFFS|2|2|2||0
2314|SWEDISH HOUSE MAFIA|SWEDISHHOUSEMAFIA|3|3|2||0
2315|SWING OUT SISTER|SWINGOUTSISTER|3|3|2||0
2316|SYSTEM OF A DOWN|SYSTEMOFADOWN|4|3|2||0
2317|T- PAIN|TPAIN|2|1|2||0
2318|T. BELL|TBELL|2|1|2||0
2319|T. BOYCE|TBOYCE|2|1|2||0
2320|T. FARAGHER|TFARAGHER|2|1|2||0
2321|T. FLANDAZZO|TFLANDAZZO|2|2|2||0
2322|T. JOHNSON|TJOHNSON|2|1|2||0
2323|T. KELLY|TKELLY|2|2|2||0
2324|T. RANDAZZO|TRANDAZZO|2|1|2||0
2325|T. ROE|TROE|2|1|2||0
2326|T.A.G|TAG|1|3|2||0
2327|T.A.T.U|TATU|1|3|2||0
2328|T.I.|TI|1|1|2||0
2329|T.RICE|TRICE|1|2|2||0
2330|T.SNOW|TSNOW|1|2|2||0
2331|TAF KAF|TAFKAF|2|2|2||0
2332|TAI JI|TAIJI|2|1|2||0
2333|TAIO CRUZ|TAIOCRUZ|2|1|2||0
2334|TAKE 6|TAKE6|2|3|2||0
2335|TAKE THAT|TAKETHAT|2|3|2||0
2336|TAMIA|TAMIA|1|2|2||0
2337|TAMMY JONES|TAMMYJONES|2|2|2||0
2338|TAN YONG LIN|TANYONGLIN|3|1|2||0
2339|TANYA|TANYA|1|2|2||0
2340|TATA YOUNG|TATAYOUNG|2|2|2||0
2341|TATYANA ALI|TATYANAALI|2|2|2||0
2342|TAVARES|TAVARES|1|3|2||0
2343|TAYLOR DAYNE|TAYLORDAYNE|2|2|2||0
2344|TAYLOR SWIFT|TAYLORSWIFT|2|2|2||0
2345|TEACH IN|TEACHIN|2|3|2||0
2346|TEARS FOR FEARS|TEARSFORFEARS|3|3|2||0
2347|TEMPCHIN FT FREY|TEMPCHINFTFREY|3|3|2||0
2348|TEMPER TRAP|TEMPERTRAP|2|3|2||0
2349|TEMPTATIONS|TEMPTATIONS|1|3|2||0
2350|TEPPER FT BENNETT|TEPPERFTBENNETT|3|3|2||0
2351|TERRY ELLIS|TERRYELLIS|2|2|2||0
2352|TEVIN CAMPBELL|TEVINCAMPBELL|2|1|2||0
2353|TEXAS|TEXAS|1|3|2||0
2354|THE ALAN PARSON|THEALANPARSON|3|3|2||0
2355|THE ALL AMERICAN R|THEALLAMERICANR|4|3|2||0
2356|THE ANIMALS|THEANIMALS|2|3|2||0
2357|THE AVENER|THEAVENER|2|3|2||0
2358|THE BAND PERRY|THEBANDPERRY|3|3|2||0
2359|THE BANGLES|THEBANGLES|2|3|2||0
2360|THE BASEBALLS|THEBASEBALLS|2|3|2||0
2361|THE BEACH BOYS|THEBEACHBOYS|3|3|2||0
2362|THE BEATLES|THEBEATLES|2|3|2||0
2363|THE BLACK KEYS|THEBLACKKEYS|3|3|2||0
2364|THE BOX TOPS|THEBOXTOPS|3|3|2||0
2365|THE BROTHERS FOUR|THEBROTHERSFOUR|3|3|2||0
2366|THE BYRDS|THEBYRDS|2|3|2||0
2367|THE CALLING|THECALLING|2|3|2||0
2368|THE CARDIGANS|THECARDIGANS|2|3|2||0
2369|THE CASUALS|THECASUALS|2|3|2||0
2370|THE CATS|THECATS|2|3|2||0
2371|THE CAVE|THECAVE|2|3|2||0
2372|THE CHAINSMOKERS|THECHAINSMOKERS|2|3|2||0
2373|THE CHIFFONS|THECHIFFONS|2|3|2||0
2374|THE CHI-LITES|THECHILITES|2|3|2||0
2375|THE CLASSICS IV|THECLASSICSIV|3|3|2||0
2376|THE COMMODORES|THECOMMODORES|2|3|2||0
2377|THE CORRS|THECORRS|2|3|2||0
2378|THE CRANBERRIES|THECRANBERRIES|2|3|2||0
2379|THE DAVE CLARK FIVE|THEDAVECLARKFIVE|4|3|2||0
2380|THE DEAM|THEDEAM|2|1|2||0
2381|THE DIVINE COMEDY|THEDIVINECOMEDY|3|3|2||0
2382|THE DRIFTERS|THEDRIFTERS|2|3|2||0
2383|THE EMOTIONS|THEEMOTIONS|2|3|2||0
2384|THE FADERS|THEFADERS|2|3|2||0
2385|THE FLEETWOODS|THEFLEETWOODS|2|3|2||0
2386|THE FOUR SEASONS|THEFOURSEASONS|3|3|2||0
2387|THE FOUR TOPS|THEFOURTOPS|3|3|2||0
2388|THE FRAY|THEFRAY|2|3|2||0
2389|THE GAME|THEGAME|2|3|2||0
2390|THE GEORGIA SATELI|THEGEORGIASATELI|3|3|2||0
2391|THE GO-GO`S|THEGOGOS|2|3|2||0
2392|THE GREATEST SHOWMAN|THEGREATESTSHOWMAN|3|3|2||0
2393|THE HOLLIES|THEHOLLIES|2|3|2||0
2394|THE JETS|THEJETS|2|3|2||0
2395|THE KILLERS|THEKILLERS|2|3|2||0
2396|THE KINGSMEN|THEKINGSMEN|2|3|2||0
2397|THE KINGSTON TRIO|THEKINGSTONTRIO|3|3|2||0
2398|THE KINKS|THEKINKS|2|3|2||0
2399|THE LAST GOODNIGHT|THELASTGOODNIGHT|3|3|2||0
2400|THE LUMINEERS|THELUMINEERS|2|3|2||0
2401|THE MAMAS|THEMAMAS|2|3|2||0
2402|THE MARBLE|THEMARBLE|2|3|2||0
2403|THE MCCOYS|THEMCCOYS|2|3|2||0
2404|THE MOFFATS|THEMOFFATS|2|3|2||0
2405|THE MONKEES|THEMONKEES|2|3|2||0
2406|THE NEIGHBOURHOOD|THENEIGHBOURHOOD|2|3|2||0
2407|THE NEW CHRISTY|THENEWCHRISTY|3|3|2||0
2408|THE O`JAYS|THEOJAYS|2|3|2||0
2409|THE OFFSPRING|THEOFFSPRING|2|3|2||0
2410|THE PLATTERS|THEPLATTERS|2|3|2||0
2411|THE POINTER SISTERS|THEPOINTERSISTERS|3|3|2||0
2412|THE POLICE|THEPOLICE|2|3|2||0
2413|THE PRETENDERS|THEPRETENDERS|2|3|2||0
2414|THE PROCLAIMERS|THEPROCLAIMERS|2|3|2||0
2415|THE RADIOS|THERADIOS|2|3|2||0
2416|THE RASCALS|THERASCALS|2|3|2||0
2417|THE REMBRANTS|THEREMBRANTS|2|3|2||0
2418|THE ROLLING STONES|THEROLLINGSTONES|3|3|2||0
2419|THE ROMANTICS|THEROMANTICS|2|3|2||0
2420|THE SATURDAY|THESATURDAY|2|3|2||0
2421|THE SATURDAYS|THESATURDAYS|2|3|2||0
2422|THE SCRIPT|THESCRIPT|2|3|2||0
2423|THE SEEKERS|THESEEKERS|2|3|2||0
2424|THE SPARKER|THESPARKER|2|3|2||0
2425|THE SPELL|THESPELL|2|3|2||0
2426|THE STROKES|THESTROKES|2|3|2||0
2427|THE STRUMBELLAS|THESTRUMBELLAS|2|3|2||0
2428|THE STRYPER|THESTRYPER|2|3|2||0
2429|THE STYLISTICS|THESTYLISTICS|2|3|2||0
2430|THE TEMPTATIONS|THETEMPTATIONS|2|3|2||0
2431|THE THREE DEGREES|THETHREEDEGREES|3|3|2||0
2432|THE THUNDER BIRDS|THETHUNDERBIRDS|3|3|2||0
2433|THE TIGERS|THETIGERS|2|3|2||0
2434|THE TING TINGS|THETINGTINGS|3|3|2||0
2435|THE TRACTORS|THETRACTORS|2|3|2||0
2436|THE TREMELOES|THETREMELOES|2|3|2||0
2437|THE TROGGS|THETROGGS|2|3|2||0
2438|THE TUMBLE WEEDS|THETUMBLEWEEDS|3|3|2||0
2439|THE USE|THEUSE|2|3|2||0
2440|THE VERONICAS|THEVERONICAS|2|3|2||0
2441|THE VILLAGE PEOPLE|THEVILLAGEPEOPLE|3|3|2||0
2442|THE WANTED|THEWANTED|2|3|2||0
2443|THE WEEKND|THEWEEKND|2|3|2||0
2444|THE XX|THEXX|2|3|2||0
2445|THE YOUNG BLOODS|THEYOUNGBLOODS|3|3|2||0
2446|THE ZOMBIES|THEZOMBIES|2|3|2||0
2447|THOMAS RHETT|THOMASRHETT|2|1|2||0
2448|THREE DAYS GRACE|THREEDAYSGRACE|3|3|2||0
2449|TIFFANY|TIFFANY|1|2|2||0
2450|TIM MCGRAW|TIMMCGRAW|2|1|2||0
2451|TIMBALAND|TIMBALAND|1|1|2||0
2452|TIMI YURO|TIMIYURO|2|2|2||0
2453|TIMMY THOMAS|TIMMYTHOMAS|2|1|2||0
2454|TINA TURNER|TINATURNER|2|2|2||0
2455|TINASHE|TINASHE|1|2|2||0
2456|TINCHY STRYDER|TINCHYSTRYDER|2|1|2||0
2457|TINIE TEMPAH|TINIETEMPAH|2|1|2||0
2458|TLC|TLC|1|3|2||0
2459|TOAD THE WET SPROC|TOADTHEWETSPROC|4|3|2||0
2460|TOKIO HOTEL|TOKIOHOTEL|2|3|2||0
2461|TOM BAHLER|TOMBAHLER|2|1|2||0
2462|TOM BOXER FT. ANTO|TOMBOXERFTANTO|4|3|2||0
2463|TOM JONES|TOMJONES|2|1|2||0
2464|TOM ODELL|TOMODELL|2|1|2||0
2465|TOM PETTY|TOMPETTY|2|1|2||0
2466|TOM WALKER|TOMWALKER|2|1|2||0
2467|TOMMY PAGE|TOMMYPAGE|2|1|2||0
2468|TOMMY SHAW|TOMMYSHAW|2|1|2||0
2469|TONI BASIL|TONIBASIL|2|2|2||0
2470|TONI BRAXTON|TONIBRAXTON|2|2|2||0
2471|TONI SHERIDAN|TONISHERIDAN|2|1|2||0
2472|TONNY BERNNETT|TONNYBERNNETT|2|1|2||0
2473|TONY CHRISTIE|TONYCHRISTIE|2|1|2||0
2474|TONY RICH PROJE|TONYRICHPROJE|3|3|2||0
2475|TONY TONES|TONYTONES|2|3|2||0
2476|TONY TONI TONE|TONYTONITONE|3|3|2||0
2477|TOP HITS 60|TOPHITS60|3|1|2||0
2478|TORI KELLY|TORIKELLY|2|2|2||0
2479|TORRY KELLY|TORRYKELLY|2|2|2||0
2480|TORY LANEZ|TORYLANEZ|2|1|2||0
2481|TOTAL|TOTAL|1|1|2||0
2482|TOTO|TOTO|1|3|2||0
2483|TOVE LO|TOVELO|2|2|2||0
2484|TRACY HUANG|TRACYHUANG|2|2|2||0
2485|TRACY LAWRENCE|TRACYLAWRENCE|2|1|2||0
2486|TRADEMARK|TRADEMARK|1|3|2||0
2487|TRAIN|TRAIN|1|3|2||0
2488|TRAVIE MCCOY|TRAVIEMCCOY|2|1|2||0
2489|TRAVIS|TRAVIS|1|3|2||0
2490|TRAVIS MCCOY|TRAVISMCCOY|2|1|2||0
2491|TRAVIS SCOTT|TRAVISSCOTT|2|1|2||0
2492|TRISHA YEARWOOD|TRISHAYEARWOOD|2|2|2||0
2493|TROY AND GABRIELLA|TROYANDGABRIELLA|3|3|2||0
2494|TROYE SIVAN|TROYESIVAN|2|1|2||0
2495|TRUBBLE|TRUBBLE|1|1|2||0
2496|T-WAYNE|TWAYNE|1|1|2||0
2497|TWENTY ONE PILOTS|TWENTYONEPILOTS|3|3|2||0
2498|TYGA|TYGA|1|1|2||0
2499|TYLER COLLINS|TYLERCOLLINS|2|2|2||0
2500|TYLER HILTON|TYLERHILTON|2|1|2||0
2501|U2|U2|1|3|2||0
2502|UB 40|UB40|2|3|2||0
2503|UFO|UFO|1|3|2||0
2504|UGLY KID JOE|UGLYKIDJOE|3|3|2||0
2505|UNBEKANNT|UNBEKANNT|1|1|2||0
2506|UNCLE KRACKER|UNCLEKRACKER|2|1|2||0
2507|UNCLE SAM|UNCLESAM|2|1|2||0
2508|URB ZASH|URBZASH|2|2|2||0
2509|USHER|USHER|1|1|2||0
2510|V. MCCOY|VMCCOY|2|1|2||0
2511|V. MORRISON|VMORRISON|2|1|2||0
2512|V.E|VE|1|3|2||0
2513|V.I.C|VIC|1|1|2||0
2514|V2IR12|V2IR12|1|3|2||0
2515|VAN HALLEN|VANHALLEN|2|3|2||0
2516|VANCE JOY|VANCEJOY|2|1|2||0
2517|VANESSA CARLTON|VANESSACARLTON|2|2|2||0
2518|VANESSA WILLIAMS|VANESSAWILLIAMS|2|2|2||0
2519|VANILLA ICE|VANILLAICE|2|1|2||0
2520|VANILLA SKY|VANILLASKY|2|3|2||0
2521|VARIOUS|VARIOUS|1|3|2||0
2522|VARIOUST|VARIOUST|1|3|2||0
2523|VAYE YOUNG|VAYEYOUNG|2|1|2||0
2524|VENGABOYS|VENGABOYS|1|3|2||0
2525|VERTICAL HORIZON|VERTICALHORIZON|2|3|2||0
2526|VICTOR WOOD|VICTORWOOD|2|1|2||0
2527|VICTORIOUS|VICTORIOUS|1|3|2||0
2528|VILAGE PEOPLE|VILAGEPEOPLE|2|3|2||0
2529|VINCE GILL|VINCEGILL|2|1|2||0
2530|VOICE OF THEORY|VOICEOFTHEORY|3|3|2||0
2531|W. BERRY|WBERRY|2|1|2||0
2532|W. CASEY|WCASEY|2|2|2||0
2533|W. HOLYFIELD|WHOLYFIELD|2|2|2||0
2534|W. JENNINGS|WJENNINGS|2|2|2||0
2535|W. MALLETTE|WMALLETTE|2|2|2||0
2536|W. MITCHELL|WMITCHELL|2|1|2||0
2537|W. ROBINSON|WROBINSON|2|1|2||0
2538|W. SALTER|WSALTER|2|1|2||0
2539|W. STEVENSON|WSTEVENSON|2|1|2||0
2540|W.C. THOMPSON|WCTHOMPSON|2|1|2||0
2541|WAKA FLOCKA|WAKAFLOCKA|2|1|2||0
2542|WALK THE MOON|WALKTHEMOON|3|3|2||0
2543|WANDA JACKSON|WANDAJACKSON|2|2|2||0
2544|WANG LI HONG|WANGLIHONG|3|1|2||0
2545|WARREN ALLEN B|WARRENALLENB|3|1|2||0
2546|WARREN G|WARRENG|2|1|2||0
2547|WAYNE BRODY|WAYNEBRODY|2|1|2||0
2548|WAYNE WADE|WAYNEWADE|2|1|2||0
2549|WEEZER|WEEZER|1|3|2||0
2550|WEN NA LE DUI|WENNALEDUI|4|1|2||0
2551|WENDY MOTEN|WENDYMOTEN|2|2|2||0
2552|WESTERN UNION B|WESTERNUNIONB|3|3|2||0
2553|WESTLIFE|WESTLIFE|1|3|2||0
2554|WET WET WET|WETWETWET|3|3|2||0
2555|WHAM|WHAM|1|3|2||0
2556|WHIGFIELD|WHIGFIELD|1|2|2||0
2557|WHITE LION|WHITELION|2|3|2||0
2558|WHITE SNAKE|WHITESNAKE|2|3|2||0
2559|WHITNEY HOUSTON|WHITNEYHOUSTON|2|2|2||0
2560|WHO IS FANCY|WHOISFANCY|3|1|2||0
2561|WILL JENNINGS|WILLJENNINGS|2|1|2||0
2562|WILL SMITH|WILLSMITH|2|1|2||0
2563|WILL YOUNG|WILLYOUNG|2|1|2||0
2564|WILL.I.AM|WILLIAM|1|1|2||0
2565|WILLA FORD|WILLAFORD|2|2|2||0
2566|WILLIAM BROTHER|WILLIAMBROTHER|2|3|2||0
2567|WILLIAM ROBINSON|WILLIAMROBINSON|2|1|2||0
2568|WILLIE NELSON|WILLIENELSON|2|1|2||0
2569|WILLOW SMITH|WILLOWSMITH|2|2|2||0
2570|WILLY WILLIAM|WILLYWILLIAM|2|1|2||0
2571|WILSON PHILLIPS|WILSONPHILLIPS|2|3|2||0
2572|WILSON PICKETT|WILSONPICKETT|2|1|2||0
2573|WIMOWEH|WIMOWEH|1|3|2||0
2574|W-INDS|WINDS|1|3|2||0
2575|WINKLER FT SIGMA|WINKLERFTSIGMA|3|3|2||0
2576|WINN FT SMITH|WINNFTSMITH|3|1|2||0
2577|WIZ KHALIFA|WIZKHALIFA|2|1|2||0
2578|WOLFGANG GARTNER|WOLFGANGGARTNER|2|3|2||0
2579|WONDER GIRL|WONDERGIRL|2|3|2||0
2580|WONDER S.|WONDERS|2|1|2||0
2581|WSTRN|WSTRN|1|1|2||0
2582|WYCLEF JEANS|WYCLEFJEANS|2|1|2||0
2583|WYNTER GORDON|WYNTERGORDON|2|2|2||0
2584|X AMBASSADORS|XAMBASSADORS|2|1|2||0
2585|XMAS|XMAS|1|3|2||0
2586|XSCAPE|XSCAPE|1|3|2||0
2587|Y G|YG|2|1|2||0
2588|Y. GRAY|YGRAY|2|2|2||0
2589|YA YA YING|YAYAYING|3|2|2||0
2590|YAKI-DA|YAKIDA|1|3|2||0
2591|YE DE XIAN|YEDEXIAN|3|2|2||0
